Unnamed: 0,#AUTHID,STATUS,cEXT,cNEU,cAGR,cCON,cOPN
3822,9f320ade181aa12bf10361871afa8d90,always looks on the bright side of life : our supreme court will now be two thirds catholic . ,0,1,0,1,0
3823,9f320ade181aa12bf10361871afa8d90,"is highly amused . the comparisons between <user> and <user> , as well as claims of her narcissism , are a classic case of psychological projection . ( <user> , really ? just how frightened are they of this woman ? ) the msm <allcaps> are actually referring to no ",0,1,0,1,0
3824,9f320ade181aa12bf10361871afa8d90,rarely ever gets sick . hopefully this will pass quickly . ,0,1,0,1,0
3825,9f320ade181aa12bf10361871afa8d90,was happy to learn it wasnt a furlough but a scheduling mistake that created the lapse . back to work tomorrow . ,0,1,0,1,0
3826,9f320ade181aa12bf10361871afa8d90,is attending the royal fireworks festival & concert tonight at riverfront park . ,0,1,0,1,0
3827,9f320ade181aa12bf10361871afa8d90,is feelin much better ( and stronger everyday ) ,0,1,0,1,0
3828,9f320ade181aa12bf10361871afa8d90,is now on ( the ) twitter . this had better be worth it . ,0,1,0,1,0
3829,9f320ade181aa12bf10361871afa8d90,is reminded of the underpants gnomes when listening to the hhs <allcaps> secretary ignore clear evidence that socialized medicine wont lower health care costs . ,0,1,0,1,0
3830,9f320ade181aa12bf10361871afa8d90,"came home to a box of panda licorice , a favorite . i feel loved . ",0,1,0,1,0
3831,9f320ade181aa12bf10361871afa8d90,""" i may be limping , but im coming home "" ",0,1,0,1,0
3832,9f320ade181aa12bf10361871afa8d90,is wishing his kitty a happy ( and momentous ) two month anniversary . ,0,1,0,1,0
3833,9f320ade181aa12bf10361871afa8d90,""" all that is necessary for the triumph of evil is that good men do nothing . "" - <user> ",0,1,0,1,0
3834,9f320ade181aa12bf10361871afa8d90,"wonders , with all this righteous indignation over a terrorist assassination program and change in tactics from pursuing the taliban to protecting the population , when did this stop being a war ? ",0,1,0,1,0
3835,9f320ade181aa12bf10361871afa8d90,is on the road again and deeply saddened to be separated from the kitty for the rest of the week . ,0,1,0,1,0
3836,9f320ade181aa12bf10361871afa8d90,"has on his soothsayer cap <sadface> one day , parents who send their children to "" super gold plated cadillac "" private schools will pay additional taxes to cover the educational expenses of lower income families ] ",0,1,0,1,0
3837,9f320ade181aa12bf10361871afa8d90,is doing a little catch up work but excited to start school tomorrow . ,0,1,0,1,0
3839,9f320ade181aa12bf10361871afa8d90,"is steadily developing an iron butt . and no , he hasnt been to the gym lately . ",0,1,0,1,0
3840,9f320ade181aa12bf10361871afa8d90,will concede health care is a moral issue when the same proponents acknowledge abortion is immoral . ,0,1,0,1,0
3841,9f320ade181aa12bf10361871afa8d90,"is pleased the american people will now have the time to read the government run health care bill or have it interpreted for them . apparently , this <repeat> a luxury our representatives ( and president ) couldnt find the time in their busy schedules to accomplis ",0,1,0,1,0
3842,9f320ade181aa12bf10361871afa8d90,"is one lucky guy . first class , first day as a <number> l and im the first to be called on to state the case . thankfully , i did alright . ",0,1,0,1,0
3843,9f320ade181aa12bf10361871afa8d90,"is thinking , whats not to love about a city that hosts a festival called , "" pig out in the park "" ",0,1,0,1,0
3844,9f320ade181aa12bf10361871afa8d90,is looking forward to a steak dinner tonight in celebration of four years together as a couple . ,0,1,0,1,0
3845,9f320ade181aa12bf10361871afa8d90,"always says , whatever doesnt kill you makes you luckier . ",0,1,0,1,0
3846,9f320ade181aa12bf10361871afa8d90,is thankful ; only justice scalia's wit could make ci <allcaps> v pro bearable reading at this hour . ,0,1,0,1,0
3847,9f320ade181aa12bf10361871afa8d90,is pondering the contradictions in his fidelity to a jealous mistress . ,0,1,0,1,0
3848,9f320ade181aa12bf10361871afa8d90,"reminds those engaging in civil discourse ; when you have to resort to accusations of racism , youre probably losing the debate . ",0,1,0,1,0
3849,9f320ade181aa12bf10361871afa8d90,"wonders which is more inappropriate ; heckling during a presidential address to congress or the president himself calling a private citizen a "" jackass "" . ",0,1,0,1,0
3850,9f320ade181aa12bf10361871afa8d90,its beginning to look a lot like washington around here . ,0,1,0,1,0
3851,9f320ade181aa12bf10361871afa8d90,has settled on a parish . happy days . ,0,1,0,1,0
3852,9f320ade181aa12bf10361871afa8d90,is in santa clara to see the family . still missing the kitty . ,0,1,0,1,0
3853,9f320ade181aa12bf10361871afa8d90,was greatly disappointed with the disgustingly partisan scriptwriting on law and order last night . ,0,1,0,1,0
3854,9f320ade181aa12bf10361871afa8d90,"mr harts <number> l advice : when preparing for the socratic method , remember to think in questions . ",0,1,0,1,0
3855,9f320ade181aa12bf10361871afa8d90,"remembers the good old days when we could pay for everything under the sun by "" bringing the troops home "" . it amazes me how inconsistent we can be when the birkenstock is on the other foot . ",0,1,0,1,0
3856,9f320ade181aa12bf10361871afa8d90,"<user> was bad enough , but at least he distorted data and concocted fear mongering charts graphs to support his cockamamie theory . the norwegian nobel committee just lost its credibility forever . ",0,1,0,1,0
3857,9f320ade181aa12bf10361871afa8d90,wonders if serfs living under a nationalized health care scheme lead healthier lifestyles mostly for fear of becoming sick / / injured and having to throw themselves at the mercy of its poor services . ,0,1,0,1,0
3858,9f320ade181aa12bf10361871afa8d90,doesnt think passing a bill on <user> s casket would legitimize killing health care for the rest of us . ,0,1,0,1,0
3859,9f320ade181aa12bf10361871afa8d90,is thinking of a movie title ; dr . strange hair or : how i learned to stop worrying and love the cue ball look ,0,1,0,1,0
3860,9f320ade181aa12bf10361871afa8d90,is making a four minute oral argument tomorrow . should be interesting . ,0,1,0,1,0
3861,9f320ade181aa12bf10361871afa8d90,thinks people in straw houses shouldnt blow hot air … or propose a homeowners insurance public option for that matter . ,0,1,0,1,0
3862,9f320ade181aa12bf10361871afa8d90,reckons its looking a lot like washington in california right now . ,0,1,0,1,0
3863,9f320ade181aa12bf10361871afa8d90,"wasnt dismayed post media blitz . still thinks taxes are an appropriation of wealth , mandates are backed implicitly with a gun and "" freedom from want "" is a condition better reserved for animals and small children . ",0,1,0,1,0
3864,9f320ade181aa12bf10361871afa8d90,"thinks he did alright . not necessarily kicking asterisks and taking case names , but certainly alright . ",0,1,0,1,0
3865,9f320ade181aa12bf10361871afa8d90,you know that feeling you get when youre running a marathon and the endorphins finally kick in … ,0,1,0,1,0
3866,9f320ade181aa12bf10361871afa8d90,"we have growth , but at the price of future jobs all the while paying five times as much for the same car we wouldve bought later . what else can be done to keep up this facade of recovery ? were already printing more money than ever before . we cant raise taxes without calling it a fee , because dear leader wants to be re elected . can we still hit the brakes before this public private hybrid goes into a ditch ? ",0,1,0,1,0
3867,9f320ade181aa12bf10361871afa8d90,its crunch time . see yall in a month or so . ,0,1,0,1,0
3868,9f320ade181aa12bf10361871afa8d90,first law school midterm this monday . this ones for a third of the clams . ,0,1,0,1,0
3870,9f320ade181aa12bf10361871afa8d90,""" life is white , and i am black . jesus and his lawyer are coming back . "" ",0,1,0,1,0
3871,9f320ade181aa12bf10361871afa8d90,is celebrating six months <repeat> together with my beautiful bride . ,0,1,0,1,0
3872,9f320ade181aa12bf10361871afa8d90,legal research reminds me of combing the ocean floor for treasures . every once in a while i return to the same spot with the knowledge that what i thought was a rock might have actually been an oyster with a pearl inside . ,0,1,0,1,0
3873,9f320ade181aa12bf10361871afa8d90,"finals begin next monday . overhead this today in torts : "" dude , youre fine . its not crunch time yet . "" ",0,1,0,1,0
3874,9f320ade181aa12bf10361871afa8d90,second season of the paper chase is being released this december . swet . ,0,1,0,1,0
3876,9f320ade181aa12bf10361871afa8d90,"just began his first involuntary , five day furlough . so sad . ",0,1,0,1,0
3877,9f320ade181aa12bf10361871afa8d90,"well , that was just about the longest <number> months and shortest <number> hours of my entire life . same time next year , i hope . ",0,1,0,1,0
3878,9f320ade181aa12bf10361871afa8d90,"is convinced , with everyone and their mother talking about the possibility of raising taxes on the middle class , its not going to happen . do you really think one of the most shrewd politicians since <user> would all but certify the loss of his re - ",0,1,0,1,0
3879,9f320ade181aa12bf10361871afa8d90,"is no keynesian , but i think if theres one thing "" cash for clunkers "" demonstrates , its that $ <number> billion ( minus the $ <number> billion in tax cuts ) wouldve been more stimulative coming from the pockets of american consumers than vested bureaucrats in washing ",0,1,0,1,0
3880,9f320ade181aa12bf10361871afa8d90,is in sf <allcaps> to attend a two day prep course for school . still separated from my bride and hating every minute of it . ,0,1,0,1,0
3881,9f320ade181aa12bf10361871afa8d90,"an obama consultant yesterday on taxing high value , middle class health care plans : "" were not talking about a new tax on these people . were saying they currently get an enormous tax break and were going to slightly scale that back … . "" this will likely be the talking point for any new , middle class taxes to come . ",0,1,0,1,0
3882,9f320ade181aa12bf10361871afa8d90,is going to law school . see yall in three years . ,0,1,0,1,0
3883,9f320ade181aa12bf10361871afa8d90,heard the pres was on the tv <allcaps> tonight ,0,1,0,1,0
3884,9f320ade181aa12bf10361871afa8d90,gets to see philip glass as a birthday present for the second year in a row . hmm wots that phrase the kids use … ftw <allcaps> ! ,0,1,0,1,0
3885,9f320ade181aa12bf10361871afa8d90,"i thought the kindle was a stupid idea , but the ipad … wow , this <repeat> the future of personal computing , a segue into minority report like "" surface computing "" . way to stay ahead of the curve , apple . ",0,1,0,1,0
3886,9f320ade181aa12bf10361871afa8d90,"along with wife <user> , have decided to celebrate filing their first , joint tax return in that good old fashioned american way , by purchasing a new tv <allcaps> . ",0,1,0,1,0
3887,9f320ade181aa12bf10361871afa8d90,how nice of the nfl <allcaps> to ask my favorite band to play at the superbowl for my birthday . ,0,1,0,1,0
3888,9f320ade181aa12bf10361871afa8d90,"loves usps <allcaps> . when you underpay for online postage , they charge you at the counter . when you overpay , they pocket the difference and say "" thank you "" . isnt that just the federal government in a nutshell ? ",0,1,0,1,0
3889,9f320ade181aa12bf10361871afa8d90,is strongly considering jag <allcaps> after law school . might attend ocs <allcaps> over the summer . ,0,1,0,1,0
3890,9f320ade181aa12bf10361871afa8d90,thanks for the birthday wishes . you guys are awesome . ,0,1,0,1,0
3891,9f320ade181aa12bf10361871afa8d90,<user> is hilarious . ,0,1,0,1,0
3892,9f320ade181aa12bf10361871afa8d90,is <number> % of the way to my goal of running three miles in eighteen minutes . good first attempt . ,0,1,0,1,0
3893,9f320ade181aa12bf10361871afa8d90,wonders why no one ever followed up on <user> s pledge to eat the cra <allcaps> . ,0,1,0,1,0
3894,e2cc76f16ed40953e5c082ff5ef9a2e9,"whoa , an a in <number> ap <allcaps> english … well , im content now . ",0,0,0,1,1
3895,e2cc76f16ed40953e5c082ff5ef9a2e9,"rip , <user> . maybe people will be less cruel to you where you are now . ",0,0,0,1,1
3896,e2cc76f16ed40953e5c082ff5ef9a2e9,just <allcaps> made <allcaps> civic jazz orchestra ! ,0,0,0,1,1
3897,e2cc76f16ed40953e5c082ff5ef9a2e9,""" his cheeks and eyes burned from the cold . "" ",0,0,0,1,1
3898,e2cc76f16ed40953e5c082ff5ef9a2e9,"holy crap , <user> is really , really good . ",0,0,0,1,1
3899,e2cc76f16ed40953e5c082ff5ef9a2e9,im out from tomorrow til friday . ,0,0,0,1,1
3900,e2cc76f16ed40953e5c082ff5ef9a2e9,rip <allcaps> <user> . the world owes you a great debt for everything youve done for music . ,0,0,0,1,1
3901,e2cc76f16ed40953e5c082ff5ef9a2e9,off to st . louis . back on friday . ,0,0,0,1,1
3902,e2cc76f16ed40953e5c082ff5ef9a2e9,"is about to play at the detroit international jazz festival on the same stage as <user> . no pressure , though . ",0,0,0,1,1
3903,e2cc76f16ed40953e5c082ff5ef9a2e9,""" we would shout and swim about / / the coral that lies beneath the waves . / / oh what joy for every girl and boy / / knowing theyre happy and theyre safe ! / / we would be so happy , you and me , / / no one there to tell us what to do . / / id like to be under the sea / / in an octopus garden with you . "" - in memoriam requiescat , pater : august <number> <number> - april <number> <number> ",0,0,0,1,1
3904,e2cc76f16ed40953e5c082ff5ef9a2e9,is an intj <allcaps> . horray for a lack of social skills ! ,0,0,0,1,1
3905,e2cc76f16ed40953e5c082ff5ef9a2e9,"steamroll the irish , wolverines . ",0,0,0,1,1
3906,e2cc76f16ed40953e5c082ff5ef9a2e9,"as always , geh blau ! ",0,0,0,1,1
3907,e2cc76f16ed40953e5c082ff5ef9a2e9,at last ! house … ,0,0,0,1,1
3908,e2cc76f16ed40953e5c082ff5ef9a2e9,"just visited wash . u . in st . louis , and is very <allcaps> impressed . ",0,0,0,1,1
3909,e2cc76f16ed40953e5c082ff5ef9a2e9,""" did someone just page the king of awesome <allcaps> ? "" ",0,0,0,1,1
3911,e2cc76f16ed40953e5c082ff5ef9a2e9,"is off - again ! - looking at colleges , but this time , out east . brown / / wesleyan / / yale / / rochester impressions when i get back , if you want them . ",0,0,0,1,1
3912,e2cc76f16ed40953e5c082ff5ef9a2e9,"b but … impossible … the lions cant win <allcaps> , can they ? ",0,0,0,1,1
3913,e2cc76f16ed40953e5c082ff5ef9a2e9,""" every year is getting shorter , never seem to find the time … plans that either come to naught or half a page of scribbled lines … "" ",0,0,0,1,1
3914,e2cc76f16ed40953e5c082ff5ef9a2e9,… where did fall go ? ,0,0,0,1,1
3915,e2cc76f16ed40953e5c082ff5ef9a2e9,""" heaven send hell away no one sings like you do anymore . "" ",0,0,0,1,1
3916,e4a512374eee079d2b8acc2ce69990d5,"says "" sorry orlando but <user> failed the heat . he was always going to fail you . "" ",1,0,1,0,1
3917,e4a512374eee079d2b8acc2ce69990d5,thinks the orlando magic should change their name to the orlando joke . ,1,0,1,0,1
3918,e4a512374eee079d2b8acc2ce69990d5,my mother saw the proposal without me so ive lost my excuse to go see it . ,1,0,1,0,1
3919,e4a512374eee079d2b8acc2ce69990d5,theres nothing less cool than being exhausted from hours of not doing a damn thing at all . ,1,0,1,0,1
3920,e4a512374eee079d2b8acc2ce69990d5,"hey <allcaps> ! have you heard the news ? <user> died . no <allcaps> ! say it isnt so , <user> died . ",1,0,1,0,1
3921,e4a512374eee079d2b8acc2ce69990d5,im trying hard not to meet you when im sleeping . ,1,0,1,0,1
3922,e4a512374eee079d2b8acc2ce69990d5,lets talk about how much fun we had about fucking the world . ,1,0,1,0,1
3923,e4a512374eee079d2b8acc2ce69990d5,would you believe i forgot to enter the football lottery ? ,1,0,1,0,1
3924,e4a512374eee079d2b8acc2ce69990d5,has a new medicine . its <number> movie channels on a television . ,1,0,1,0,1
3925,e4a512374eee079d2b8acc2ce69990d5,i ll jump and kick and bite and scratch and scream until im blue in the face . ,1,0,1,0,1
3926,e4a512374eee079d2b8acc2ce69990d5,dyslexia <allcaps> for <allcaps> cure <allcaps> discovered <allcaps> . ,1,0,1,0,1
3927,e4a512374eee079d2b8acc2ce69990d5,"will be at monday night raw in orlando tonight . i ll be the one promoting "" straight <user> s man slammin max out . "" ",1,0,1,0,1
3928,e4a512374eee079d2b8acc2ce69990d5,is getting saddr & weirdr . ,1,0,1,0,1
3929,e4a512374eee079d2b8acc2ce69990d5,is filling up boxes and boxes and soon i ll get in one too . ,1,0,1,0,1
3930,e4a512374eee079d2b8acc2ce69990d5,<user> was pardoned today for having romantic ties with a white woman in <number> now … racism is dead . ,1,0,1,0,1
3931,e4a512374eee079d2b8acc2ce69990d5,is back to thinking about nowhere . ,1,0,1,0,1
3932,e4a512374eee079d2b8acc2ce69990d5,"cant lie . he misses gainesville , everyone in it and cant wait to get back . ",1,0,1,0,1
3933,e4a512374eee079d2b8acc2ce69990d5,denver tried to keep me . ,1,0,1,0,1
3934,e4a512374eee079d2b8acc2ce69990d5,net worth : $ <number> ,1,0,1,0,1
3935,e4a512374eee079d2b8acc2ce69990d5,still has a moustache . ,1,0,1,0,1
3936,e4a512374eee079d2b8acc2ce69990d5,im fucking scared of the future . ,1,0,1,0,1
3937,e4a512374eee079d2b8acc2ce69990d5,its official . im boring . ,1,0,1,0,1
3938,e4a512374eee079d2b8acc2ce69990d5,is moved in at loft oasis and very pleased . ,1,0,1,0,1
3939,e4a512374eee079d2b8acc2ce69990d5,there is no rest for the whiny . ,1,0,1,0,1
3940,e4a512374eee079d2b8acc2ce69990d5,is going to go visit the homie locked up in the joint . ,1,0,1,0,1
3941,e4a512374eee079d2b8acc2ce69990d5,"to all my friends out there , i better not have to visit any of you at a jail house . looking at a good friend through some glass is depressing . ",1,0,1,0,1
3942,e4a512374eee079d2b8acc2ce69990d5,do i party too much or do i not party enough ? ,1,0,1,0,1
3943,e4a512374eee079d2b8acc2ce69990d5,"chia like , i shall grow . ",1,0,1,0,1
3944,e4a512374eee079d2b8acc2ce69990d5,theres nothing to do but eat ritz crackers and neglect school work . ,1,0,1,0,1
3945,e4a512374eee079d2b8acc2ce69990d5,"has the only story that is open , baby . he only sells beer and he only sells ice cream . ",1,0,1,0,1
3946,e4a512374eee079d2b8acc2ce69990d5,never trust a man without an embarrassing secret . ,1,0,1,0,1
3947,e4a512374eee079d2b8acc2ce69990d5,shutter island got pushed back to february . im sort of thankful because thats $ <number> less i have to spend this semester . ,1,0,1,0,1
3948,e4a512374eee079d2b8acc2ce69990d5,i have to eat up this week because im spending next week with hippies and they serve nothing but vegan food . ,1,0,1,0,1
3949,e4a512374eee079d2b8acc2ce69990d5,flirt with disease im concerned with hiv <allcaps> keep health and hygiene a secret from you and me see her name and life behind a scene of fiends she wants to be famous overnight but this her eulogy ,1,0,1,0,1
3950,e4a512374eee079d2b8acc2ce69990d5,"cold chillin , cold chillin ",1,0,1,0,1
3951,e4a512374eee079d2b8acc2ce69990d5,why would anyone want to screw over the undertaker ? ,1,0,1,0,1
3952,e4a512374eee079d2b8acc2ce69990d5,"if we cant do it together , then we ll do it apart . ",1,0,1,0,1
3953,e4a512374eee079d2b8acc2ce69990d5,just remembered how much he likes the strokes . ,1,0,1,0,1
3954,e4a512374eee079d2b8acc2ce69990d5,"is <user> for the next week . if no one hears from me for awhile , start reading the denver post . ",1,0,1,0,1
3955,e4a512374eee079d2b8acc2ce69990d5,made it home somehow . ,1,0,1,0,1
3956,e4a512374eee079d2b8acc2ce69990d5,can <user> hurry up and prove me right already ? ,1,0,1,0,1
3957,e4a512374eee079d2b8acc2ce69990d5,is old <allcaps> & unprofessional <allcaps> . ,1,0,1,0,1
3958,e4a512374eee079d2b8acc2ce69990d5,read about a horror movie you ll otherwise overlook on my site page . <url> ,1,0,1,0,1
3959,e4a512374eee079d2b8acc2ce69990d5,please … one more beer … then grow up . ,1,0,1,0,1
3960,e4a512374eee079d2b8acc2ce69990d5,"if you all want a beer brewing club at uf <allcaps> , then wish me and my wolf pack luck tomorrow . ",1,0,1,0,1
3961,e4a512374eee079d2b8acc2ce69990d5,how many licks does it take to get to the center of your universe ? ,1,0,1,0,1
3962,e4a512374eee079d2b8acc2ce69990d5,my prediction for the upcoming nfl <allcaps> season : fuck <user> . ,1,0,1,0,1
3963,e4a512374eee079d2b8acc2ce69990d5,it might get loud in my latest article . <url> ,1,0,1,0,1
3964,e4a512374eee079d2b8acc2ce69990d5,its easter ! tebow is resurrected . ,1,0,1,0,1
3965,e4a512374eee079d2b8acc2ce69990d5,i bleed articles for your wholesale . <url> ,1,0,1,0,1
3966,e4a512374eee079d2b8acc2ce69990d5,this unconformity is conformity . ,1,0,1,0,1
3967,e4a512374eee079d2b8acc2ce69990d5,read as i get angry in my latest article . <url> ,1,0,1,0,1
3968,e4a512374eee079d2b8acc2ce69990d5,wants to thank you in his latest article . <url> ,1,0,1,0,1
3969,e4a512374eee079d2b8acc2ce69990d5,<user> is almost plays almost as bad as <user> . ,1,0,1,0,1
3970,e4a512374eee079d2b8acc2ce69990d5,id rather steal your whiskey than your heart in conversation . ,1,0,1,0,1
3971,e4a512374eee079d2b8acc2ce69990d5,read this and get excited for films . <url> ,1,0,1,0,1
3972,e4a512374eee079d2b8acc2ce69990d5,just like i called it . <user> put up zeros across the board today . ,1,0,1,0,1
3973,e4a512374eee079d2b8acc2ce69990d5,read about <user> on my site page . hes a real happening dude . <url> ,1,0,1,0,1
3974,e4a512374eee079d2b8acc2ce69990d5,i hope everyone else enjoys their nfl <allcaps> sunday . i ll be taking the gre <allcaps> . ,1,0,1,0,1
3975,e4a512374eee079d2b8acc2ce69990d5,read about where you can see some vampires . <url> ,1,0,1,0,1
3976,e4a512374eee079d2b8acc2ce69990d5,just cries and cries without ever knowing why . ,1,0,1,0,1
3977,e4a512374eee079d2b8acc2ce69990d5,i went to bed at midnight last night and woke up at <number> <smile> <number> pm . whoa . ,1,0,1,0,1
3978,e4a512374eee079d2b8acc2ce69990d5,<user> is an asshole . ,1,0,1,0,1
3979,e4a512374eee079d2b8acc2ce69990d5,getting letters of recommendation is a stress . ,1,0,1,0,1
3980,e4a512374eee079d2b8acc2ce69990d5,wrote a quick article on <user> . check it out . <url> ,1,0,1,0,1
3981,e4a512374eee079d2b8acc2ce69990d5,didnt know it was the forest spirit that made the plants grow . ,1,0,1,0,1
3982,e4a512374eee079d2b8acc2ce69990d5,"read about whats playing at the <user> union , dammit ! <url> ",1,0,1,0,1
3983,e4a512374eee079d2b8acc2ce69990d5,is there anyone out there who can write me a good letter of recommendation ? ,1,0,1,0,1
3984,e4a512374eee079d2b8acc2ce69990d5,comes with a dipping sauce . ,1,0,1,0,1
3985,e4a512374eee079d2b8acc2ce69990d5,love everything about going home except the traffic . ,1,0,1,0,1
3986,e4a512374eee079d2b8acc2ce69990d5,my foot really hurts . how do i know if it is broken ? ,1,0,1,0,1
3987,e4a512374eee079d2b8acc2ce69990d5,read my review of precious . <url> ,1,0,1,0,1
3988,e4a512374eee079d2b8acc2ce69990d5,check out my review of pirate radio . <url> ,1,0,1,0,1
3989,e4a512374eee079d2b8acc2ce69990d5,"dear jets , your defense aint shit . <user> is a cry baby who got showed up by <user> . you cant touch miami . stop debating it . ",1,0,1,0,1
3990,e4a512374eee079d2b8acc2ce69990d5,saw old dogs … the things i do for my parents . ,1,0,1,0,1
3991,e4a512374eee079d2b8acc2ce69990d5,back like a sequel . i take a look at the career of <user> in honor of his visit to uf <allcaps> this tuesday . <url> ,1,0,1,0,1
3992,e4a512374eee079d2b8acc2ce69990d5,were talking christmas movies in my latest article . <url> ,1,0,1,0,1
3993,e4a512374eee079d2b8acc2ce69990d5,bring back the double feature and find out how by reading my latest article . <url> ,1,0,1,0,1
3994,e4a512374eee079d2b8acc2ce69990d5,my readership is down but you can bring it up by reading this personal piece i wrote for you all . <url> ,1,0,1,0,1
3995,e4a512374eee079d2b8acc2ce69990d5,lets talk about how much fun we had when we were fucking the world . ,1,0,1,0,1
3996,e4a512374eee079d2b8acc2ce69990d5,you all are going to party at my funeral because mourning is for suckers . ,1,0,1,0,1
3997,e4a512374eee079d2b8acc2ce69990d5,"the gre <allcaps> has been passed . tonight , we eat chicken wings and watch half naked men punch each other . ",1,0,1,0,1
3998,e4a512374eee079d2b8acc2ce69990d5,never realized how boring life is until i lost my cable . ,1,0,1,0,1
3999,e4a512374eee079d2b8acc2ce69990d5,"didnt get fired , got laid off . didnt get fired , got laid off . ",1,0,1,0,1
4000,e4a512374eee079d2b8acc2ce69990d5,made it through <number> minutes of cannibal holocaust . i believe in artistic expression and everything but damn … this <repeat> pushing it . ,1,0,1,0,1
4001,e4a512374eee079d2b8acc2ce69990d5,my status update keeps screwing up . but i will be doing comedy at <number> tonight with other great comics . stop on by at <number> pm . ,1,0,1,0,1
4002,e4a512374eee079d2b8acc2ce69990d5,has to be at work at <number> am . wait … since when do i have a job ? ,1,0,1,0,1
4003,e4a512374eee079d2b8acc2ce69990d5,what should i write about for my next article ? what do you guys want to read about ? ,1,0,1,0,1
4004,e4a512374eee079d2b8acc2ce69990d5,everybody has a price . ,1,0,1,0,1
4005,e4a512374eee079d2b8acc2ce69990d5,doesnt get the point of minus grades . theyre only there to make my transcript less glamorous . ,1,0,1,0,1
4006,e4a512374eee079d2b8acc2ce69990d5,is just trying to find a fb status that doesnt bother anybody . ,1,0,1,0,1
4007,e4a512374eee079d2b8acc2ce69990d5,"just when you think the yankees have enough superstars , they go and get <user> . ",1,0,1,0,1
4008,e4a512374eee079d2b8acc2ce69990d5,loves alcohol and women . ,1,0,1,0,1
4009,e4a512374eee079d2b8acc2ce69990d5,is depressed and beautiful . ,1,0,1,0,1
4010,e4a512374eee079d2b8acc2ce69990d5,"read about my latest theater ventures . thanks for getting me a holiday bonus , btw . <url> ",1,0,1,0,1
4012,e4a512374eee079d2b8acc2ce69990d5,whatever happened to <user> ? ,1,0,1,0,1
4013,e4a512374eee079d2b8acc2ce69990d5,youre going to want to read my latest article because this one is about death factory . <url> ,1,0,1,0,1
4015,e4a512374eee079d2b8acc2ce69990d5,someday my skill set will be wanted . ,1,0,1,0,1
4016,e4a512374eee079d2b8acc2ce69990d5,cant wait to sleep forever . ,1,0,1,0,1
4017,e4a512374eee079d2b8acc2ce69990d5,what did i think of the movies <number> had to offer ? read about it here . <url> ,1,0,1,0,1
4018,e4a512374eee079d2b8acc2ce69990d5,"is no longer going to just stand there . this time , im going to bust a move . ",1,0,1,0,1
4019,e4a512374eee079d2b8acc2ce69990d5,some movies plan piss me off . <url> ,1,0,1,0,1
4020,e4a512374eee079d2b8acc2ce69990d5,you could die and nobody would care . ,1,0,1,0,1
4021,e4a512374eee079d2b8acc2ce69990d5,"if you didnt fuck my ex girlfriend , i would still owe you three thousand dollars . ",1,0,1,0,1
4022,e4a512374eee079d2b8acc2ce69990d5,check out what ive got written for the book of <user> . <url> ,1,0,1,0,1
4023,e4a512374eee079d2b8acc2ce69990d5,"another film review already ? well , it was a three day weekend . <url> ",1,0,1,0,1
4024,e4a512374eee079d2b8acc2ce69990d5,will probably be getting drunk tonight and tomorrow night . be ready for my text messages . ,1,0,1,0,1
4025,e4a512374eee079d2b8acc2ce69990d5,"dude , get with the program . ",1,0,1,0,1
4026,e4a512374eee079d2b8acc2ce69990d5,writes briefly on our expectations of films . <url> ,1,0,1,0,1
4027,e4a512374eee079d2b8acc2ce69990d5,if i wasnt such a dork than i dont think id have the friends that i do . i love you guys . ,1,0,1,0,1
4028,e4a512374eee079d2b8acc2ce69990d5,thanks to everyone who came out to last nights gator nights show . it was a blast . ,1,0,1,0,1
4029,e4a512374eee079d2b8acc2ce69990d5,still working on getting paid to say dumb things . ,1,0,1,0,1
4030,e4a512374eee079d2b8acc2ce69990d5,kid rock was right . we should all just be cowboys . ,1,0,1,0,1
4031,e4a512374eee079d2b8acc2ce69990d5,has an interview with the fsu <allcaps> film school on the <number> th . big things poppin . ,1,0,1,0,1
4032,e4a512374eee079d2b8acc2ce69990d5,performing stand up comedy thursday night and friday night . thats two chances to see me and be a real friend . or else its real pain for my sham friends . ,1,0,1,0,1
4033,e4a512374eee079d2b8acc2ce69990d5,you could die and wed all really care . ,1,0,1,0,1
4034,e4a512374eee079d2b8acc2ce69990d5,my pay check is like your pay check only without all the zeros . ,1,0,1,0,1
4035,e4a512374eee079d2b8acc2ce69990d5,doing two shows this week . tuesday night at <number> pm at <number> and thursday night at <number> pm at the clarion inn . ,1,0,1,0,1
4036,e4a512374eee079d2b8acc2ce69990d5,those <allcaps> kangaroos <allcaps> can <allcaps> kill <allcaps> you <allcaps> ! ,1,0,1,0,1
4037,e4a512374eee079d2b8acc2ce69990d5,"fuck the pro bowl , going to see the rumble royal . ",1,0,1,0,1
4038,e4a512374eee079d2b8acc2ce69990d5,i dont want to go outside because i might have a terrible day . ,1,0,1,0,1
4039,e4a512374eee079d2b8acc2ce69990d5,as we get older every day feels longer and although i know i ll struggle i will do my best to never get tired . ,1,0,1,0,1
4040,e4a512374eee079d2b8acc2ce69990d5,"for those who havent seen it yet , ive got a new stand up video up . thanks for all the support . <url> ",1,0,1,0,1
4041,e4a512374eee079d2b8acc2ce69990d5,zoo <allcaps> trip <allcaps> ! ,1,0,1,0,1
4042,ed1dbabbe3ea7fd3f44efc6f6a96db68,<heart> scotch tasting ,0,0,1,1,1
4045,ed1dbabbe3ea7fd3f44efc6f6a96db68,<heart> boarding at the beach <smile> ! ,0,0,1,1,1
